uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RO,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
RO,COVID,DOMICILIO,"90 - 99",F,4
RO,COVID,DOMICILIO,"90 - 99",M,2
RO,COVID,HOSPITAL,"90 - 99",F,22
RO,COVID,HOSPITAL,"90 - 99",M,29
RO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
RO,INDETERMINADA,DOMICILIO,"90 - 99",F,2
RO,INDETERMINADA,DOMICILIO,"90 - 99",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,5
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,7
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,9
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,16
RO,PNEUMONIA,DOMICILIO,"90 - 99",F,6
RO,PNEUMONIA,DOMICILIO,"90 - 99",M,6
RO,PNEUMONIA,HOSPITAL,"90 - 99",F,42
RO,PNEUMONIA,HOSPITAL,"90 - 99",M,30
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RO,SEPTICEMIA,DOMICILIO,"90 - 99",F,4
RO,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
RO,SEPTICEMIA,HOSPITAL,"90 - 99",F,22
RO,SEPTICEMIA,HOSPITAL,"90 - 99",M,18
RO,SRAG,DOMICILIO,"90 - 99",M,1
RR,OUTRAS,DOMICILIO,"90 - 99",F,14
RR,OUTRAS,DOMICILIO,"90 - 99",M,12
RR,OUTRAS,HOSPITAL,"90 - 99",F,16
RR,OUTRAS,HOSPITAL,"90 - 99",M,16
RR,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
RR,COVID,DOMICILIO,"90 - 99",F,1
RR,COVID,DOMICILIO,"90 - 99",M,1
RR,COVID,HOSPITAL,"90 - 99",F,5
RR,COVID,HOSPITAL,"90 - 99",M,14
RR,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RR,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,2
RR,PNEUMONIA,DOMICILIO,"90 - 99",F,1
RR,PNEUMONIA,DOMICILIO,"90 - 99",M,3
RR,PNEUMONIA,HOSPITAL,"90 - 99",F,11
RR,PNEUMONIA,HOSPITAL,"90 - 99",M,10
RR,PNEUMONIA,OUTRO,"90 - 99",M,1
RR,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
RR,SEPTICEMIA,HOSPITAL,"90 - 99",F,9
RR,SEPTICEMIA,HOSPITAL,"90 - 99",M,4
RS,OUTRAS,DOMICILIO,"90 - 99",F,1176
RS,OUTRAS,DOMICILIO,"90 - 99",M,525
RS,OUTRAS,HOSPITAL,"90 - 99",F,1241
RS,OUTRAS,HOSPITAL,"90 - 99",I,2
RS,OUTRAS,HOSPITAL,"90 - 99",M,574
RS,OUTRAS,IGNORADO,"90 - 99",F,98
RS,OUTRAS,IGNORADO,"90 - 99",M,37
RS,OUTRAS,OUTRO,"90 - 99",F,110
RS,OUTRAS,OUTRO,"90 - 99",M,36
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,198
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,75
RS,OUTRAS,VIA_PUBLICA,"90 - 99",F,5
RS,OUTRAS,VIA_PUBLICA,"90 - 99",M,3
RS,COVID,DOMICILIO,"90 - 99",F,17
RS,COVID,DOMICILIO,"90 - 99",M,7
RS,COVID,HOSPITAL,"90 - 99",F,280
RS,COVID,HOSPITAL,"90 - 99",I,1
RS,COVID,HOSPITAL,"90 - 99",M,146
RS,COVID,IGNORADO,"90 - 99",F,11
RS,COVID,OUTRO,"90 - 99",F,1
RS,COVID,OUTRO,"90 - 99",M,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,13
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,10
RS,INDETERMINADA,DOMICILIO,"90 - 99",F,25
RS,INDETERMINADA,DOMICILIO,"90 - 99",M,12
RS,INDETERMINADA,HOSPITAL,"90 - 99",F,8
RS,INDETERMINADA,HOSPITAL,"90 - 99",M,3
RS,INDETERMINADA,OUTRO,"90 - 99",F,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,66
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,33
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,264
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",I,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,123
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,3
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,4
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,10
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,27
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,10
RS,PNEUMONIA,DOMICILIO,"90 - 99",F,114
RS,PNEUMONIA,DOMICILIO,"90 - 99",M,49
RS,PNEUMONIA,HOSPITAL,"90 - 99",F,904
RS,PNEUMONIA,HOSPITAL,"90 - 99",M,540
RS,PNEUMONIA,IGNORADO,"90 - 99",F,40
RS,PNEUMONIA,IGNORADO,"90 - 99",M,10
RS,PNEUMONIA,OUTRO,"90 - 99",F,7
RS,PNEUMONIA,OUTRO,"90 - 99",M,6
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,40
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,21
RS,SEPTICEMIA,DOMICILIO,"90 - 99",F,46
RS,SEPTICEMIA,DOMICILIO,"90 - 99",M,10
RS,SEPTICEMIA,HOSPITAL,"90 - 99",F,660
RS,SEPTICEMIA,HOSPITAL,"90 - 99",M,262
RS,SEPTICEMIA,IGNORADO,"90 - 99",F,21
RS,SEPTICEMIA,IGNORADO,"90 - 99",I,1
RS,SEPTICEMIA,IGNORADO,"90 - 99",M,10
RS,SEPTICEMIA,OUTRO,"90 - 99",F,11
RS,SEPTICEMIA,OUTRO,"90 - 99",M,3
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,32
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
RS,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,1
RS,SRAG,HOSPITAL,"90 - 99",F,10
RS,SRAG,HOSPITAL,"90 - 99",M,3
RS,SRAG,IGNORADO,"90 - 99",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SC,OUTRAS,DOMICILIO,"90 - 99",F,517
SC,OUTRAS,DOMICILIO,"90 - 99",M,259
SC,OUTRAS,HOSPITAL,"90 - 99",F,550
SC,OUTRAS,HOSPITAL,"90 - 99",M,292
SC,OUTRAS,IGNORADO,"90 - 99",F,1
SC,OUTRAS,OUTRO,"90 - 99",F,38
SC,OUTRAS,OUTRO,"90 - 99",M,17
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,48
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,20
SC,OUTRAS,VIA_PUBLICA,"90 - 99",F,5
SC,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
SC,COVID,DOMICILIO,"90 - 99",F,6
SC,COVID,DOMICILIO,"90 - 99",M,4
SC,COVID,HOSPITAL,"90 - 99",F,120
SC,COVID,HOSPITAL,"90 - 99",M,70
SC,COVID,OUTRO,"90 - 99",F,3
SC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
SC,INDETERMINADA,DOMICILIO,"90 - 99",F,8
SC,INDETERMINADA,DOMICILIO,"90 - 99",M,6
SC,INDETERMINADA,HOSPITAL,"90 - 99",F,4
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,41
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,18
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,101
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,48
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
SC,PNEUMONIA,DOMICILIO,"90 - 99",F,55
SC,PNEUMONIA,DOMICILIO,"90 - 99",M,38
SC,PNEUMONIA,HOSPITAL,"90 - 99",F,360
SC,PNEUMONIA,HOSPITAL,"90 - 99",M,227
SC,PNEUMONIA,IGNORADO,"90 - 99",F,1
SC,PNEUMONIA,OUTRO,"90 - 99",F,7
SC,PNEUMONIA,OUTRO,"90 - 99",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
SC,SEPTICEMIA,DOMICILIO,"90 - 99",F,8
SC,SEPTICEMIA,DOMICILIO,"90 - 99",M,5
SC,SEPTICEMIA,HOSPITAL,"90 - 99",F,232
SC,SEPTICEMIA,HOSPITAL,"90 - 99",M,103
SC,SEPTICEMIA,OUTRO,"90 - 99",F,4
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
SC,SEPTICEMIA,VIA_PUBLICA,"90 - 99",F,1
SC,SRAG,HOSPITAL,"90 - 99",F,3
SC,SRAG,HOSPITAL,"90 - 99",M,3
SE,OUTRAS,AMBULANCIA,"90 - 99",M,1
SE,OUTRAS,DOMICILIO,"90 - 99",F,130
SE,OUTRAS,DOMICILIO,"90 - 99",M,77
SE,OUTRAS,HOSPITAL,"90 - 99",F,99
SE,OUTRAS,HOSPITAL,"90 - 99",M,49
SE,OUTRAS,IGNORADO,"90 - 99",M,2
SE,OUTRAS,OUTRO,"90 - 99",F,4
SE,OUTRAS,OUTRO,"90 - 99",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,89
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,59
SE,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
SE,COVID,DOMICILIO,"90 - 99",F,2
SE,COVID,DOMICILIO,"90 - 99",M,5
SE,COVID,HOSPITAL,"90 - 99",F,69
SE,COVID,HOSPITAL,"90 - 99",M,54
SE,COVID,IGNORADO,"90 - 99",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
SE,INDETERMINADA,DOMICILIO,"90 - 99",F,6
SE,INDETERMINADA,DOMICILIO,"90 - 99",M,4
SE,INDETERMINADA,HOSPITAL,"90 - 99",M,2
SE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,10
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,7
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,18
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,13
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
SE,PNEUMONIA,DOMICILIO,"90 - 99",F,16
SE,PNEUMONIA,DOMICILIO,"90 - 99",M,14
SE,PNEUMONIA,HOSPITAL,"90 - 99",F,98
SE,PNEUMONIA,HOSPITAL,"90 - 99",M,52
SE,PNEUMONIA,IGNORADO,"90 - 99",F,1
SE,PNEUMONIA,IGNORADO,"90 - 99",M,1
SE,PNEUMONIA,OUTRO,"90 - 99",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
SE,SEPTICEMIA,DOMICILIO,"90 - 99",F,6
SE,SEPTICEMIA,DOMICILIO,"90 - 99",M,5
SE,SEPTICEMIA,HOSPITAL,"90 - 99",F,64
SE,SEPTICEMIA,HOSPITAL,"90 - 99",M,37
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
SE,SRAG,HOSPITAL,"90 - 99",F,4
SE,SRAG,HOSPITAL,"90 - 99",M,2
SE,SRAG,OUTRO,"90 - 99",F,1
SE,SRAG,VIA_PUBLICA,"90 - 99",M,1
SP,OUTRAS,DOMICILIO,"90 - 99",F,3536
SP,OUTRAS,DOMICILIO,"90 - 99",M,1768
SP,OUTRAS,HOSPITAL,"90 - 99",F,4227
SP,OUTRAS,HOSPITAL,"90 - 99",M,2148
SP,OUTRAS,IGNORADO,"90 - 99",F,40
SP,OUTRAS,IGNORADO,"90 - 99",M,10
SP,OUTRAS,OUTRO,"90 - 99",F,372
SP,OUTRAS,OUTRO,"90 - 99",I,1
SP,OUTRAS,OUTRO,"90 - 99",M,136
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,535
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,209
SP,OUTRAS,POSTO_SAUDE,"90 - 99",F,5
SP,OUTRAS,POSTO_SAUDE,"90 - 99",M,1
SP,OUTRAS,VIA_PUBLICA,"90 - 99",F,13
SP,OUTRAS,VIA_PUBLICA,"90 - 99",M,5
SP,COVID,DOMICILIO,"90 - 99",F,62
SP,COVID,DOMICILIO,"90 - 99",M,28
SP,COVID,HOSPITAL,"90 - 99",F,1862
SP,COVID,HOSPITAL,"90 - 99",I,1
SP,COVID,HOSPITAL,"90 - 99",M,1242
SP,COVID,IGNORADO,"90 - 99",F,7
SP,COVID,IGNORADO,"90 - 99",M,2
SP,COVID,OUTRO,"90 - 99",F,26
SP,COVID,OUTRO,"90 - 99",M,6
SP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,80
SP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,49
SP,COVID,POSTO_SAUDE,"90 - 99",M,1
SP,INDETERMINADA,DOMICILIO,"90 - 99",F,46
SP,INDETERMINADA,DOMICILIO,"90 - 99",M,35
SP,INDETERMINADA,HOSPITAL,"90 - 99",F,29
SP,INDETERMINADA,HOSPITAL,"90 - 99",M,8
SP,INDETERMINADA,OUTRO,"90 - 99",F,2
SP,INDETERMINADA,OUTRO,"90 - 99",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
SP,INDETERMINADA,VIA_PUBLICA,"90 - 99",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,284
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,193
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,1058
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",I,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,583
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,7
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,30
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,23
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,121
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,53
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",F,2
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",M,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
SP,PNEUMONIA,DOMICILIO,"90 - 99",F,374
SP,PNEUMONIA,DOMICILIO,"90 - 99",M,228
SP,PNEUMONIA,HOSPITAL,"90 - 99",F,3768
SP,PNEUMONIA,HOSPITAL,"90 - 99",I,1
SP,PNEUMONIA,HOSPITAL,"90 - 99",M,2482
SP,PNEUMONIA,IGNORADO,"90 - 99",F,14
SP,PNEUMONIA,IGNORADO,"90 - 99",M,9
SP,PNEUMONIA,OUTRO,"90 - 99",F,106
SP,PNEUMONIA,OUTRO,"90 - 99",M,42
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,231
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,97
SP,PNEUMONIA,POSTO_SAUDE,"90 - 99",F,2
SP,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,3
SP,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
SP,SEPTICEMIA,DOMICILIO,"90 - 99",F,182
SP,SEPTICEMIA,DOMICILIO,"90 - 99",M,62
SP,SEPTICEMIA,HOSPITAL,"90 - 99",F,2333
SP,SEPTICEMIA,HOSPITAL,"90 - 99",M,962
SP,SEPTICEMIA,IGNORADO,"90 - 99",F,4
SP,SEPTICEMIA,IGNORADO,"90 - 99",M,4
SP,SEPTICEMIA,OUTRO,"90 - 99",F,42
SP,SEPTICEMIA,OUTRO,"90 - 99",M,12
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,124
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,43
SP,SEPTICEMIA,POSTO_SAUDE,"90 - 99",F,2
SP,SEPTICEMIA,VIA_PUBLICA,"90 - 99",F,1
SP,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,2
SP,SRAG,DOMICILIO,"90 - 99",F,5
SP,SRAG,DOMICILIO,"90 - 99",M,2
SP,SRAG,HOSPITAL,"90 - 99",F,103
SP,SRAG,HOSPITAL,"90 - 99",M,53
SP,SRAG,OUTRO,"90 - 99",F,2
SP,SRAG,OUTRO,"90 - 99",M,2
SP,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
SP,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
TO,OUTRAS,DOMICILIO,"90 - 99",F,67
TO,OUTRAS,DOMICILIO,"90 - 99",M,78
TO,OUTRAS,HOSPITAL,"90 - 99",F,36
TO,OUTRAS,HOSPITAL,"90 - 99",M,42
TO,OUTRAS,OUTRO,"90 - 99",F,1
TO,OUTRAS,OUTRO,"90 - 99",I,1
TO,OUTRAS,OUTRO,"90 - 99",M,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
TO,OUTRAS,POSTO_SAUDE,"90 - 99",F,1
TO,OUTRAS,POSTO_SAUDE,"90 - 99",M,1
TO,COVID,DOMICILIO,"90 - 99",M,3
TO,COVID,HOSPITAL,"90 - 99",F,11
TO,COVID,HOSPITAL,"90 - 99",M,14
TO,COVID,OUTRO,"90 - 99",M,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
TO,INDETERMINADA,DOMICILIO,"90 - 99",F,2
TO,INDETERMINADA,DOMICILIO,"90 - 99",M,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,4
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,7
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,9
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,8
TO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
TO,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",M,1
TO,PNEUMONIA,DOMICILIO,"90 - 99",F,8
TO,PNEUMONIA,DOMICILIO,"90 - 99",M,12
TO,PNEUMONIA,HOSPITAL,"90 - 99",F,35
TO,PNEUMONIA,HOSPITAL,"90 - 99",M,42
TO,PNEUMONIA,OUTRO,"90 - 99",M,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
TO,PNEUMONIA,POSTO_SAUDE,"90 - 99",F,1
TO,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
TO,SEPTICEMIA,HOSPITAL,"90 - 99",F,15
TO,SEPTICEMIA,HOSPITAL,"90 - 99",M,14
TO,SRAG,HOSPITAL,"90 - 99",F,2
TO,SRAG,HOSPITAL,"90 - 99",M,2
AC,OUTRAS,DOMICILIO,"> 100",F,8
AC,OUTRAS,DOMICILIO,"> 100",M,7
AC,OUTRAS,HOSPITAL,"> 100",F,1
AC,OUTRAS,HOSPITAL,"> 100",M,1
AC,OUTRAS,OUTRO,"> 100",M,1
AC,COVID,DOMICILIO,"> 100",M,1
AC,COVID,HOSPITAL,"> 100",M,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"> 100",F,1
AC,PNEUMONIA,HOSPITAL,"> 100",F,3
AC,PNEUMONIA,HOSPITAL,"> 100",M,2
AL,OUTRAS,DOMICILIO,"> 100",F,55
AL,OUTRAS,DOMICILIO,"> 100",M,36
AL,OUTRAS,HOSPITAL,"> 100",F,17
AL,OUTRAS,HOSPITAL,"> 100",M,7
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",M,2
AL,COVID,HOSPITAL,"> 100",F,2
AL,COVID,HOSPITAL,"> 100",M,6
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,4
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,3
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,2
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"> 100",F,1
AL,PNEUMONIA,DOMICILIO,"> 100",F,9
AL,PNEUMONIA,DOMICILIO,"> 100",M,3
AL,PNEUMONIA,HOSPITAL,"> 100",F,15
AL,PNEUMONIA,HOSPITAL,"> 100",M,5
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AL,SEPTICEMIA,DOMICILIO,"> 100",F,2
AL,SEPTICEMIA,DOMICILIO,"> 100",M,2
AL,SEPTICEMIA,HOSPITAL,"> 100",F,14
AL,SEPTICEMIA,HOSPITAL,"> 100",M,3
AL,SRAG,HOSPITAL,"> 100",F,1
AM,OUTRAS,DOMICILIO,"> 100",F,32
AM,OUTRAS,DOMICILIO,"> 100",M,22
AM,OUTRAS,HOSPITAL,"> 100",F,5
AM,OUTRAS,HOSPITAL,"> 100",M,2
AM,OUTRAS,OUTRO,"> 100",F,1
AM,COVID,DOMICILIO,"> 100",F,1
AM,COVID,DOMICILIO,"> 100",M,1
AM,COVID,HOSPITAL,"> 100",F,3
AM,COVID,HOSPITAL,"> 100",M,1
AM,INDETERMINADA,DOMICILIO,"> 100",F,4
AM,INDETERMINADA,DOMICILIO,"> 100",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,3
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
AM,PNEUMONIA,DOMICILIO,"> 100",F,2
AM,PNEUMONIA,HOSPITAL,"> 100",F,13
AM,PNEUMONIA,HOSPITAL,"> 100",M,7
AM,PNEUMONIA,VIA_PUBLICA,"> 100",F,1
AM,SEPTICEMIA,HOSPITAL,"> 100",F,3
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AM,SRAG,HOSPITAL,"> 100",M,2
AP,OUTRAS,DOMICILIO,"> 100",F,8
AP,OUTRAS,DOMICILIO,"> 100",M,2
AP,OUTRAS,HOSPITAL,"> 100",F,3
AP,OUTRAS,HOSPITAL,"> 100",M,2
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",M,1
AP,COVID,HOSPITAL,"> 100",F,1
AP,COVID,HOSPITAL,"> 100",M,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"> 100",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,2
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
AP,PNEUMONIA,DOMICILIO,"> 100",F,2
AP,PNEUMONIA,HOSPITAL,"> 100",M,1
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AP,SEPTICEMIA,DOMICILIO,"> 100",M,1
AP,SEPTICEMIA,HOSPITAL,"> 100",M,2
AP,SRAG,DOMICILIO,"> 100",M,1
AP,SRAG,HOSPITAL,"> 100",F,1
BA,OUTRAS,DOMICILIO,"> 100",F,364
BA,OUTRAS,DOMICILIO,"> 100",M,188
BA,OUTRAS,HOSPITAL,"> 100",F,100
BA,OUTRAS,HOSPITAL,"> 100",M,45
BA,OUTRAS,IGNORADO,"> 100",F,1
BA,OUTRAS,OUTRO,"> 100",F,6
BA,OUTRAS,OUTRO,"> 100",M,5
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",F,14
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",M,6
BA,OUTRAS,VIA_PUBLICA,"> 100",F,2
BA,OUTRAS,VIA_PUBLICA,"> 100",M,1
BA,COVID,DOMICILIO,"> 100",F,4
BA,COVID,DOMICILIO,"> 100",M,2
BA,COVID,HOSPITAL,"> 100",F,24
BA,COVID,HOSPITAL,"> 100",M,5
BA,COVID,OUTRO,"> 100",F,2
BA,COVID,OUTROS_SERVICOS_SAUDE,"> 100",F,3
BA,COVID,OUTROS_SERVICOS_SAUDE,"> 100",M,1
BA,INDETERMINADA,DOMICILIO,"> 100",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,34
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,15
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,21
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,16
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"> 100",F,1
